0.051793,0.00023497,4.1366e-006
0.054383,0.00019138,3.3298e-006
0.057102,0.00016092,2.7523e-006
0.059957,0.00013177,2.2579e-006
0.062955,0.00010694,1.8785e-006
0.066103,9.0449e-005,1.5805e-006
0.069408,7.2115e-005,1.3407e-006
0.072878,5.9602e-005,1.1494e-006
0.076522,4.9097e-005,9.7903e-007
0.080348,4.1264e-005,8.6633e-007
0.084365,3.2611e-005,7.3101e-007
0.088584,2.7676e-005,6.3311e-007
0.093013,2.2224e-005,5.4031e-007
0.097664,1.9035e-005,4.7882e-007
0.10255,1.5324e-005,4.1267e-007
0.10767,1.3008e-005,3.6731e-007
0.11306,1.0121e-005,3.1672e-007
0.11871,9.3837e-006,3.0201e-007
0.12465,7.4003e-006,2.584e-007
0.13088,6.6417e-006,2.4288e-007
0.13742,5.5185e-006,2.295e-007
0.14429,4.6301e-006,2.1511e-007
0.15151,3.8179e-006,2.0421e-007
0.15908,3.6504e-006,2.1327e-007
0.16704,3.3693e-006,5.891e-007
0.17539,2.9089e-006,6.091e-007
0.18416,2.0826e-006,8.876e-007
0.19337,1.8413e-006,2.011e-007
0.20304,1.728e-006,4.286e-007
0.21319,2.0794e-006,4.51e-007
0.22385,1.2345e-006,4.241e-007
0.23504,1.3707e-006,2.777e-007
0.24679,1.2666e-006,9.88e-008
0.25913,1.1391e-006,6.9332e-007
0.27209,1.1299e-006,2.168e-007
0.28569,8.4537e-007,5.3956e-007
0.29998,6.8579e-007,4.6611e-007
0.31497,8.3948e-007,3.2138e-007
0.33072,8.8276e-007,4.6705e-007
0.34726,7.8563e-007,6.4686e-007
0.36462,6.8788e-007,3.993e-007
0.38285,6.1412e-007,1.8886e-007
0.402,6.8538e-007,4.0952e-007
0.4221,5.8111e-007,5.0615e-007
0.4432,5.4626e-007,2.3667e-007
0.46536,6.5234e-007,4.2512e-007
0.48863,3.6587e-007,4.387e-007
0.51306,4.1699e-007,1.9893e-007
0.53871,4.9769e-007,2.1907e-007
0.56565,3.7836e-007,3.9193e-007
0.58877,4.2082e-007,3.5255e-007
