ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,sub rough,Oxide thick,Sam tails thick,Sam tails hydration,Sam rough,cw thick,SAM head thick,SAM head hydration,Bilayer head thick,Bilayer rough,Bilayer tails thick,Bilayer tails hydr,Bilayer heads hydr,Oxide Hydration,Backs parameter 1,Backs parameter 2
1,0,.74742625,.0000000,23,1,-48.525271,.45100287,.37034260,.50428325,.36842511,.42780819,.51015824,.48000056,.45294922,.46093250,.47829891,.45535965,.41899846,.45421465,.56079670,.55475746,.54234610
1,0,.74240601,.0000000,23,2,-48.551020,.43066004,.37968806,.50497680,.36778909,.42248570,.51900662,.46257905,.45021422,.48188759,.49664549,.44621157,.40823624,.44930972,.55321123,.55161730,.53764425
1,0,.74901098,.0000000,23,1,-46.907488,.42557355,.37163713,.49551924,.37333940,.42431226,.52526424,.44630039,.45109976,.50204494,.48721290,.44519796,.39782720,.45438812,.56584525,.55553516,.54555035
1,0,.75528571,.0000000,23,1,-45.326425,.41561008,.37761334,.49880981,.35102310,.42434611,.53207650,.45413464,.44585947,.49079757,.49398170,.44862654,.37864798,.45337804,.57419826,.56847290,.53570913
1,0,.74449189,.0000000,25,2,-43.414870,.41639746,.36959759,.50120377,.35179886,.43762940,.51445534,.46386040,.46545072,.49279885,.48846843,.45141453,.36326635,.44319857,.56739196,.55228847,.54386748
1,0,.74201330,.0000000,30,1,-43.864425,.40227168,.36338662,.48503234,.36126742,.43386616,.52026951,.46860401,.46274461,.49588531,.49495058,.44817689,.36430347,.44960333,.58270635,.56119243,.54305272
1,0,.74787663,.0000000,29,1,-43.649590,.39607471,.37000921,.46949658,.36053194,.43941340,.52463471,.47420481,.46386008,.49135568,.47848926,.43432087,.36601853,.44597577,.59468275,.55217658,.55862090
1,0,.75347937,.0000000,29,1,-42.185841,.39254989,.35891232,.46602782,.36632836,.43181928,.52451300,.48476064,.45817823,.46629641,.47995066,.43091056,.36487845,.44336939,.59504492,.54657543,.55391845
1,0,.73470055,.0000000,30,2,-42.694702,.38850941,.36444069,.46211633,.36546532,.41711467,.52071199,.49448236,.45802902,.45744255,.49739374,.44485082,.36473061,.44210364,.59314857,.54579865,.54779921
1,0,.74022762,.0000000,30,1,-40.395547,.39691288,.36049796,.44514861,.35577771,.39953161,.51848133,.48831895,.45256884,.45485396,.49332329,.44389672,.36773193,.43526893,.59485035,.53845532,.54169146
1,0,.74552910,.0000000,31,1,-36.779479,.38527773,.35152258,.43753964,.34236466,.38322823,.52037580,.50220476,.46537271,.43487460,.48763164,.44841892,.35984098,.43015266,.59509300,.54488045,.52791790
1,0,.72694736,.0000000,36,3,-34.696991,.38339532,.34658660,.43075267,.32818219,.37828150,.52038000,.50871992,.46142791,.42688076,.48194358,.44555892,.35840203,.41861044,.59688529,.53410620,.51065292
1,0,.70293784,.0000000,37,3,-35.283385,.39629358,.35434544,.43518559,.32892261,.37194041,.50373366,.51342582,.46229190,.43090321,.49314060,.45489940,.35206321,.40933190,.59719262,.53221587,.52397290
1,0,.70824252,.0000000,37,1,-35.068103,.39128283,.33561483,.42759622,.33078761,.35364835,.51588624,.52255403,.45395407,.43205709,.50556558,.47179513,.35394193,.41026155,.60454433,.51502319,.52546952
1,0,.71336108,.0000000,37,1,-32.962162,.40048232,.32542566,.43109320,.32369337,.34534465,.51884929,.53150796,.46859378,.42771770,.50273266,.47242610,.33331803,.42917514,.61332472,.51925705,.51766341
1,0,.70595752,.0000000,38,2,-33.646232,.39593234,.32250012,.42965831,.33192793,.33295454,.52200919,.53224483,.46316745,.41577413,.49982795,.47904458,.34783133,.43456228,.60920157,.52272899,.50605202
1,0,.70448623,.0000000,38,2,-32.441447,.40569036,.31256034,.42544745,.31877435,.34232124,.51267940,.53016998,.46274562,.41285808,.49669897,.49014019,.35299716,.44430240,.59475797,.51852551,.51594913
1,0,.69472533,1.0000000,38,3,-32.176252,.40303426,.31091358,.43327943,.31989450,.35216234,.53673316,.53158744,.46914684,.39171338,.47246337,.49790608,.35140384,.46135030,.60142143,.50703799,.52102300
1,0,.69786086,.0000000,38,1,-32.283242,.40294412,.31190788,.43345741,.32036748,.35333049,.53663134,.53148865,.46956900,.39219465,.47249366,.49777404,.35170912,.46159589,.60116845,.50724313,.52104504
1,0,.70243873,.0000000,38,1,-32.184660,.40243932,.31155183,.43324017,.31995491,.35295363,.53672866,.53160711,.46940946,.39191782,.47229269,.49768406,.35113806,.46132917,.60166649,.50711657,.52082798
1,0,.70687994,.0000000,38,1,-32.135691,.40260989,.31127835,.43327109,.31968966,.35272921,.53662653,.53156580,.46935557,.39186430,.47234409,.49747051,.35098119,.46108061,.60161208,.50713464,.52116805
1,0,.71115762,.0000000,38,1,-32.137931,.40269892,.31123359,.43330163,.31963182,.35283273,.53680398,.53151450,.46940584,.39175504,.47202236,.49751675,.35109419,.46134150,.60161027,.50722703,.52120145
1,0,.71479322,.0000000,38,1,-32.176657,.40248837,.31172857,.43334960,.31980837,.35349009,.53670093,.53141140,.46976312,.39180640,.47214415,.49742176,.35121299,.46138341,.60152807,.50739664,.52117225
1,0,.71639957,.0000000,38,1,-32.366321,.40363064,.31248057,.43348520,.32078555,.35411858,.53640204,.53163992,.47017714,.39195603,.47236864,.49790807,.35225263,.46173074,.60084299,.50703013,.52117459
1,0,.72035043,.0000000,38,1,-32.369415,.40375906,.31261870,.43377213,.32062613,.35429490,.53636984,.53164893,.47019138,.39204376,.47232798,.49772185,.35230206,.46168389,.60055896,.50720171,.52151964
1,0,.72423445,.0000000,38,1,-32.228001,.40341887,.31166358,.43332713,.32004395,.35355714,.53654038,.53182713,.46997892,.39150874,.47196422,.49774862,.35164662,.46150895,.60128942,.50715045,.52126311
1,0,.72801206,.0000000,38,1,-32.223508,.40303748,.31187995,.43345438,.31992443,.35367505,.53677891,.53158753,.46987877,.39168292,.47178151,.49771107,.35147513,.46167685,.60159164,.50739450,.52103381
1,0,.73168758,.0000000,38,1,-32.041502,.40253739,.31099005,.43284538,.31905968,.35271945,.53686365,.53169677,.46967433,.39138691,.47160950,.49752533,.35066972,.46127989,.60217936,.50741596,.52115830
1,0,.73384667,.0000000,38,1,-32.153978,.40296923,.31168187,.43314915,.31956156,.35352584,.53664936,.53157536,.46984315,.39183180,.47182368,.49735066,.35121448,.46130906,.60165120,.50755152,.52168561
1,0,.73734868,.0000000,38,1,-32.129494,.40302449,.31157076,.43318980,.31943481,.35334511,.53670189,.53181997,.46977987,.39153192,.47164070,.49745375,.35108250,.46145270,.60170812,.50739544,.52167095
1,0,.74075974,.0000000,38,1,-31.949045,.40292349,.31065757,.43264455,.31848172,.35222625,.53677795,.53204853,.46949298,.39107786,.47147008,.49720260,.35049187,.46069925,.60194296,.50736473,.52194436
1,0,.74408333,.0000000,38,1,-31.871881,.40269203,.31037837,.43251772,.31819371,.35198635,.53682144,.53219735,.46932980,.39083764,.47123289,.49691588,.35013592,.46043912,.60206496,.50731986,.52217635
1,0,.74732278,.0000000,38,1,-31.859466,.40269448,.31046038,.43217450,.31820290,.35178415,.53663453,.53251924,.46962644,.39062451,.47133979,.49718291,.35003158,.46050199,.60238208,.50685113,.52196569
1,0,.75159104,.0000000,38,2,-31.979438,.40293424,.31085369,.43286292,.31864782,.35251303,.53661122,.53200961,.46954199,.39124764,.47144524,.49712084,.35062183,.46089617,.60188658,.50721690,.52199954
1,0,.75377669,.0000000,38,1,-32.051133,.40310251,.31115923,.43311188,.31903618,.35274397,.53664448,.53182798,.46957256,.39126944,.47142321,.49720244,.35099783,.46115213,.60182874,.50726468,.52137825
1,0,.75568054,.0000000,38,1,-32.143471,.40345871,.31179829,.43334128,.31936083,.35316626,.53660342,.53179387,.46985959,.39143382,.47155003,.49733572,.35141884,.46132492,.60157876,.50725557,.52111381
1,0,.75858911,.0000000,38,1,-31.955547,.40253338,.31105202,.43267155,.31851408,.35217969,.53667556,.53219906,.46974522,.39083733,.47160060,.49717655,.35045832,.46081363,.60219246,.50725399,.52106288
1,0,.76279560,.0000000,38,2,-32.037552,.40270262,.31158396,.43293577,.31891831,.35299473,.53648258,.53210510,.46995736,.39127846,.47166918,.49701334,.35075705,.46089469,.60178959,.50743079,.52127222
1,0,.76370815,.0000000,38,1,-32.209304,.40350764,.31224510,.43313275,.31985059,.35349573,.53631395,.53218212,.47020136,.39137600,.47172434,.49734187,.35177163,.46135048,.60126420,.50721459,.52091745
1,0,.76369793,.0000000,38,1,-32.480052,.40470152,.31346577,.43375236,.32115081,.35457630,.53602806,.53213570,.47052556,.39184818,.47195826,.49763337,.35322842,.46180377,.60017564,.50703812,.52074671
1,0,.76618007,.0000000,38,1,-32.495564,.40480354,.31357953,.43352191,.32137339,.35443207,.53598159,.53230933,.47060289,.39192724,.47205188,.49760983,.35317135,.46171758,.60040653,.50683400,.52088202
1,0,.76842450,.0000000,38,1,-32.527903,.40522508,.31363481,.43369619,.32151112,.35462457,.53577640,.53238463,.47058453,.39184147,.47207579,.49749612,.35348966,.46160023,.60014482,.50683109,.52111594
1,0,.77081976,.0000000,38,1,-32.541602,.40553200,.31361012,.43371643,.32155369,.35471221,.53574028,.53234158,.47058553,.39180544,.47211019,.49750025,.35359694,.46161023,.60009102,.50695930,.52117328
1,0,.77278793,.0000000,38,1,-32.590906,.40555747,.31385192,.43391912,.32178572,.35504648,.53569630,.53232611,.47068144,.39204651,.47221311,.49748761,.35367387,.46181301,.59993605,.50711159,.52125592
1,0,.77523107,.0000000,38,1,-32.525420,.40511090,.31345666,.43393199,.32153506,.35485463,.53577641,.53223070,.47039527,.39189026,.47218107,.49735166,.35331101,.46173082,.60021853,.50702448,.52131864
1,0,.77762223,.0000000,38,1,-32.497791,.40558021,.31302535,.43375192,.32133343,.35436490,.53575064,.53262130,.47042654,.39145212,.47213515,.49770933,.35340034,.46167878,.60009510,.50656539,.52140886
1,0,.77914721,.0000000,38,1,-32.578465,.40668183,.31311265,.43416942,.32162477,.35447053,.53548989,.53238882,.47025336,.39176819,.47225488,.49767117,.35423606,.46131474,.59910034,.50644161,.52210480
1,0,.78323970,.0000000,38,3,-32.583864,.40627852,.31323975,.43408504,.32171020,.35481257,.53554906,.53258828,.47054606,.39163741,.47209175,.49774465,.35400578,.46174902,.59949060,.50662718,.52188617
1,0,.78542920,.0000000,38,1,-32.525514,.40562441,.31326536,.43390705,.32147281,.35478137,.53555436,.53250660,.47050680,.39183357,.47207258,.49762466,.35353368,.46165562,.59980096,.50686836,.52171574
1,0,.78699460,.0000000,38,1,-32.585296,.40556794,.31384861,.43364267,.32170279,.35508485,.53549723,.53280887,.47082792,.39163006,.47215636,.49790136,.35387142,.46198866,.59978457,.50669940,.52161125
1,0,.78910357,.0000000,38,1,-32.549818,.40539018,.31396467,.43343774,.32140550,.35488961,.53542923,.53320854,.47097043,.39116217,.47216812,.49803076,.35375781,.46202551,.59991628,.50678893,.52116079
1,0,.79004160,.0000000,38,1,-32.672231,.40556040,.31505488,.43350663,.32200135,.35592188,.53509980,.53325681,.47148400,.39143541,.47225776,.49801705,.35429528,.46213775,.59953982,.50680896,.52104466
1,0,.79208003,.0000000,38,1,-32.623611,.40551708,.31478396,.43325900,.32188859,.35545135,.53514502,.53338452,.47129918,.39104784,.47208175,.49800394,.35428270,.46190751,.59967556,.50667008,.52096469
1,0,.79407927,.0000000,38,1,-32.489225,.40510383,.31429676,.43246727,.32138401,.35465169,.53500315,.53402404,.47139565,.39041297,.47214525,.49802800,.35362792,.46153750,.60026902,.50634633,.52073078
1,0,.79604042,.0000000,38,1,-32.182144,.40325439,.31302425,.43221397,.31982320,.35376385,.53548169,.53364457,.47086069,.39022637,.47167293,.49755613,.35188876,.46128393,.60152547,.50671964,.52072998
1,0,.79796456,.0000000,38,1,-32.165818,.40317884,.31258562,.43256482,.31975940,.35389919,.53559639,.53327595,.47055696,.39032724,.47141010,.49736996,.35186312,.46136746,.60155883,.50698099,.52086593
1,0,.79985274,.0000000,38,1,-32.085459,.40270431,.31208794,.43240237,.31938669,.35359824,.53575481,.53325408,.47046159,.39012133,.47133634,.49739844,.35136805,.46140192,.60201140,.50686234,.52068975
1,0,.80156010,.0000000,38,1,-32.101337,.40261042,.31230836,.43235157,.31940285,.35368328,.53576912,.53303760,.47043618,.39047326,.47137440,.49747996,.35145958,.46143032,.60200925,.50680696,.52093758
1,0,.80338065,.0000000,38,1,-32.072867,.40309598,.31209754,.43250790,.31912174,.35374209,.53566892,.53286896,.47051213,.39062858,.47137781,.49733000,.35141386,.46119819,.60167571,.50703300,.52141790
1,0,.80465974,.0000000,38,1,-32.130411,.40333192,.31206849,.43270982,.31942636,.35395612,.53566388,.53263292,.47048782,.39097391,.47147387,.49739441,.35172202,.46127797,.60138327,.50699357,.52172960
1,0,.80641956,.0000000,38,1,-32.069570,.40292951,.31174548,.43287679,.31902385,.35367856,.53580051,.53249413,.47025841,.39095897,.47137443,.49732613,.35139347,.46135954,.60156243,.50712018,.52164866
1,0,.80760170,.0000000,38,1,-32.132703,.40347380,.31186394,.43306046,.31919550,.35389850,.53562852,.53251022,.47033483,.39091518,.47154440,.49737802,.35197630,.46129705,.60109348,.50713773,.52193593
1,0,.80858012,.0000000,38,1,-32.218083,.40346862,.31249915,.43321181,.31959209,.35438638,.53565097,.53252392,.47046717,.39098077,.47161688,.49749864,.35228842,.46160205,.60098682,.50711299,.52167182
1,0,.80953349,.0000000,38,1,-32.304442,.40422127,.31266557,.43346873,.31994935,.35467819,.53547876,.53229451,.47052315,.39126854,.47172371,.49761468,.35291903,.46159416,.60050623,.50723845,.52203940
1,0,.81102308,.0000000,38,1,-32.323792,.40431636,.31277065,.43354504,.31999308,.35485075,.53544438,.53232130,.47061599,.39120853,.47184059,.49745117,.35308442,.46169164,.60017128,.50745261,.52212895
1,0,.81247094,.0000000,38,1,-32.345042,.40459647,.31280316,.43354728,.32008626,.35461265,.53545527,.53228920,.47058707,.39117306,.47189720,.49761156,.35336203,.46170404,.59988949,.50737252,.52196895
1,0,.81305743,.0000000,38,1,-32.471637,.40506157,.31344312,.43396603,.32072661,.35532422,.53530319,.53216471,.47080978,.39136733,.47195526,.49764190,.35403990,.46184434,.59924813,.50737622,.52176846
1,0,.81457506,.0000000,38,1,-32.479530,.40510446,.31348637,.43421677,.32058756,.35555045,.53544771,.53202270,.47092100,.39144086,.47188849,.49765382,.35398777,.46207233,.59920800,.50760195,.52172525
1,0,.81528760,.0000000,38,2,-32.719197,.40541822,.31513653,.43443715,.32175405,.35711314,.53496343,.53211886,.47158365,.39189636,.47222291,.49759825,.35505253,.46241733,.59869177,.50772890,.52162476
1,0,.81681415,.0000000,38,1,-32.698620,.40487438,.31527692,.43456104,.32177316,.35736849,.53509206,.53175721,.47139532,.39223870,.47210469,.49715558,.35470487,.46230279,.59904943,.50780083,.52168142
1,0,.81797345,.0000000,38,1,-32.741269,.40488899,.31539305,.43474456,.32197787,.35775779,.53499207,.53162958,.47147397,.39240912,.47219209,.49701094,.35489410,.46236131,.59887435,.50806358,.52164876
1,0,.81945334,.0000000,38,1,-32.582832,.40415909,.31444571,.43461384,.32118713,.35689932,.53519989,.53160882,.47113560,.39200660,.47201542,.49685187,.35413479,.46231617,.59961537,.50817967,.52113622
1,0,.82013759,.0000000,38,1,-32.683426,.40479820,.31488623,.43458034,.32171602,.35716582,.53504546,.53184882,.47144006,.39189155,.47218961,.49722458,.35471567,.46238582,.59913105,.50789022,.52102168
1,0,.82157648,.0000000,38,1,-32.570211,.40388815,.31440319,.43458927,.32123091,.35683868,.53531419,.53162864,.47121967,.39205597,.47204931,.49704391,.35381490,.46227256,.59979632,.50806418,.52105205
1,0,.82179418,.0000000,38,1,-32.733900,.40415538,.31508575,.43491522,.32206259,.35781583,.53520119,.53163066,.47149682,.39223513,.47218149,.49726228,.35436679,.46288147,.59969316,.50827959,.52060874
1,0,.82170561,.0000000,38,1,-32.943947,.40507873,.31595379,.43546689,.32308946,.35874147,.53497300,.53144358,.47181475,.39274718,.47232191,.49740216,.35539503,.46327973,.59889313,.50831180,.52059313
1,0,.82309854,.95481896,38,1,-32.941624,.40504344,.31604726,.43515585,.32315478,.35882716,.53482996,.53171652,.47199296,.39268892,.47237212,.49749044,.35529756,.46317459,.59904970,.50822671,.52065637
1,0,.81790837,.0000000,38,1,-34.815239,.41143749,.32583387,.44036603,.33130918,.36805084,.53092597,.52740295,.47253948,.40165105,.47612908,.49360732,.36381979,.46117005,.59165334,.51139663,.52329550
1,0,.81930908,.0000000,38,1,-27.895476,.38044929,.27707004,.41461942,.29048553,.32181580,.55025229,.54848381,.46928704,.35800275,.45772886,.51193446,.32196165,.46976088,.62735555,.49584465,.51214382
1,0,.82068840,.0000000,43,1,-27.083565,.37009059,.26093488,.40617549,.27704515,.30663716,.55667731,.55542490,.46826005,.34353786,.45157319,.51803770,.30809596,.47267104,.63918110,.49077053,.50819516
1,0,.80671859,.0000000,105,4,-27.009539,.36748606,.25712446,.40405925,.27385188,.30305507,.55819526,.55712642,.46811083,.34008514,.45021395,.51959469,.30471126,.47339273,.64212548,.48948606,.50732798
1,0,.78951410,.0000000,105,4,-27.473417,.37631514,.27095526,.41173851,.28525570,.31620586,.55266189,.55059517,.46869702,.35300600,.45552215,.51377030,.31645829,.47043577,.63197720,.49442028,.51065528
1,0,.78540752,.0000000,105,2,-27.249287,.35700299,.24051683,.39547646,.25965340,.28731246,.56470364,.56411418,.46692159,.32534822,.44400409,.52545373,.29034980,.47598771,.65419465,.48472777,.50373026
1,0,.78691873,.0000000,105,1,-27.168919,.37239174,.26438820,.40882382,.27976269,.31022924,.55502192,.55296383,.46790593,.34766051,.45318076,.51572005,.31106683,.47141618,.63648001,.49299197,.50965382
1,0,.77894928,.0000000,105,3,-26.986088,.36526355,.25276706,.40262322,.27020947,.29933918,.55965138,.55819430,.46740377,.33683665,.44869385,.52046832,.30144956,.47387568,.64486238,.48904991,.50678029
1,0,.77104071,.0000000,105,2,-27.914172,.35044608,.23015822,.39063228,.25124002,.27792486,.56860415,.56799835,.46591118,.31642478,.44010811,.52892157,.28193612,.47803642,.66173442,.48188701,.50119004
1,0,.76740522,.0000000,105,2,-27.744273,.37868476,.27487076,.41454758,.28872240,.32042806,.55086636,.54810886,.46850334,.35724455,.45703907,.51163074,.32012755,.46984409,.62918120,.49633759,.51156201
1,0,.76388175,.0000000,105,2,-27.471749,.37573592,.27017114,.41170289,.28468215,.31581562,.55299441,.55074242,.46865768,.35221532,.45504627,.51424292,.31613608,.47132686,.63264984,.49439491,.51018165
1,0,.74780570,.0000000,105,5,-27.589447,.35349892,.23527492,.39312488,.25531374,.28276791,.56693847,.56612087,.46668444,.32048261,.44184589,.52769697,.28603271,.47768055,.65816069,.48319800,.50202481
1,0,.74490308,.0000000,105,1,-28.820124,.34527358,.22190690,.38600896,.24416328,.27007306,.57217850,.57212672,.46588837,.30846147,.43677737,.53270265,.27470495,.47989841,.66768859,.47877043,.49931562
1,0,.74017218,.0000000,105,3,-27.799522,.35230868,.23232221,.39149310,.25317059,.27978124,.56790133,.56766219,.46646655,.31797778,.44084566,.52870679,.28393861,.47780424,.65975133,.48206464,.50185099
1,0,.73932130,.0000000,105,1,-28.305061,.34819653,.22616799,.38829563,.24786108,.27404903,.57026757,.57014585,.46593993,.31263497,.43849993,.53063061,.27846805,.47862574,.66430029,.48030760,.50056334
1,0,.74093043,.0000000,105,1,-27.819857,.35152412,.23168672,.39130153,.25242841,.27949858,.56808890,.56767148,.46625229,.31781237,.44054403,.52840796,.28310998,.47780862,.66041722,.48231172,.50191203
1,0,.74251981,.0000000,105,1,-27.350979,.35617628,.23903049,.39515892,.25849515,.28656938,.56517025,.56446454,.46688678,.32448629,.44335662,.52574427,.28937452,.47665845,.65505220,.48468728,.50359428
1,0,.73830742,.0000000,105,2,-27.653025,.37768324,.27323087,.41308690,.28711651,.31891320,.55167801,.54969811,.46908777,.35531808,.45627023,.51290992,.31871760,.47072818,.63010229,.49557023,.51150621
1,0,.73024796,.0000000,105,2,-29.767529,.34085272,.21500759,.38223369,.23859429,.26381029,.57486006,.57534613,.46558896,.30248486,.43415721,.53540004,.26903770,.48151348,.67264601,.47653543,.49775947
1,0,.72925829,.0000000,105,1,-30.340259,.33856334,.21121839,.38065680,.23542542,.26057361,.57627040,.57650786,.46515024,.29949248,.43273450,.53643775,.26595896,.48211787,.67507901,.47571059,.49711365
1,0,.72337479,.0000000,105,4,-27.079674,.36335857,.24964740,.40122588,.26787480,.29688471,.56095098,.55953248,.46732288,.33446200,.44737704,.52162837,.29928197,.47498762,.64661469,.48799669,.50629746
1,0,.70282115,.0000000,105,7,-27.471388,.35623240,.23805071,.39499704,.25823075,.28570906,.56557423,.56474338,.46660383,.32379665,.44306667,.52622970,.28956183,.47715745,.65500172,.48419065,.50343061
1,0,.69728077,.0000000,105,4,-27.148505,.36078162,.24553308,.39896017,.26458401,.29292415,.56242769,.56125499,.46699457,.33097357,.44613914,.52305612,.29596128,.47565175,.64951407,.48684792,.50514610
1,0,.68905318,.0000000,105,4,-27.078597,.36863910,.25795709,.40542121,.27493528,.30469071,.55744884,.55580694,.46773010,.34229081,.45089611,.51816096,.30651611,.47322936,.64058991,.49083009,.50811542
1,0,.68620359,.0000000,105,2,-27.253851,.37300884,.26479501,.40947286,.28066390,.31133477,.55466406,.55217045,.46768144,.34913959,.45347584,.51478802,.31235780,.47142387,.63543803,.49338408,.51001910
