ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,sub rough,Oxide thick,Sam tails thick,Sam tails hydration,Sam rough,cw thick,SAM head thick,SAM head hydration,Bilayer head thick,Bilayer rough,Bilayer tails thick,Bilayer tails hydr,Bilayer heads hydr,Oxide Hydration,Backs parameter 1,Backs parameter 2
1,0,.40004111,.0000000,105,3,-27.552475,.42183865,.30582494,.39211742,.30382296,.27429394,.54808952,.54453896,.42853627,.39958447,.48509170,.48624448,.33473320,.38588047,.58164787,.46075628,.58250786
1,0,.39988243,.0000000,105,2,-28.000547,.36565870,.26195054,.41897476,.28170544,.32846321,.55119119,.55195891,.48261421,.33852093,.44970480,.52318052,.31078349,.49673677,.64916259,.50559619,.48116992
1,0,.39891726,.0000000,105,5,-27.047687,.36201317,.24684659,.39951598,.26625601,.29390710,.56105932,.56157914,.46848888,.33042485,.44767451,.52348158,.29666764,.47641346,.64954894,.48712472,.50250201
1,0,.39921014,.0000000,105,2,-25.235097,.45346230,.30690594,.33745094,.29012909,.17283322,.56432337,.55787481,.36596662,.42527433,.50520913,.46245613,.32476962,.27354183,.53667219,.39558661,.69024810
1,0,.39952639,.48994960,105,2,-24.113267,.43151891,.28145060,.33863375,.27448126,.17669881,.57041319,.56596544,.37995580,.39712475,.48992199,.47719037,.31045313,.30737074,.56142676,.40308631,.66272410
1,0,.39982202,.0000000,105,1,-24.465898,.40820954,.26943377,.35888685,.27165122,.21628076,.56736138,.56499547,.40991267,.37430058,.47540101,.49287354,.30662067,.36462342,.59015096,.43106574,.60999225
1,0,.40040642,.0000000,105,1,-23.892655,.41993536,.27067574,.34175696,.26760185,.18254174,.57134055,.56877359,.39025733,.38234400,.48317036,.48590455,.30214336,.32781808,.57785721,.41039595,.63999563
1,0,.40011907,.0000000,105,1,-26.146298,.37587523,.23537628,.36291259,.24968154,.22468553,.57388661,.57490882,.43303685,.33327795,.45472682,.51575415,.28304317,.41586651,.63179797,.44549687,.55904509
1,0,.39996819,.0000000,105,2,-26.588154,.40428494,.28488393,.39393451,.29168367,.27918477,.55247447,.55130927,.44099247,.37616037,.47241678,.49850815,.32461225,.41528250,.60099476,.46762332,.55948402
1,0,.40028863,.0000000,105,3,-23.761208,.41382874,.26306981,.33875243,.26071912,.17626103,.57388797,.57113544,.39042426,.37525742,.48019983,.48898901,.29406741,.33022140,.58581956,.40966028,.63456764
1,0,.40050002,.0000000,105,1,-24.241069,.42907944,.28212344,.34560462,.27693799,.18875435,.56764696,.56410552,.38734090,.39456716,.48839504,.47985922,.31238684,.32013262,.56609269,.41093615,.64915932
1,0,.40085912,.0000000,105,2,-23.644403,.42790703,.26625705,.32224488,.25932445,.14404096,.57757610,.57465336,.36985869,.38570628,.48868599,.48064443,.29344108,.29232910,.56903459,.38823862,.66897865
1,0,.39955192,.0000000,105,5,-24.281305,.40650955,.25948693,.34778014,.26239833,.19495610,.57274531,.57086734,.40198326,.36824101,.47422170,.49399872,.29747957,.35367849,.59202007,.42027069,.61910934
1,0,.39977068,.0000000,105,2,-23.925582,.43694511,.26836836,.30845916,.25776906,.12043476,.58200745,.57770995,.35266229,.39554657,.49380729,.47241460,.29477622,.26222538,.55255390,.37108320,.70364396
1,0,.39808884,.0000000,105,7,-24.320335,.44320709,.26281587,.28679567,.24686274,.78803722E-01,.58919732,.58399208,.33124604,.39819494,.49898011,.46715277,.28293097,.22437732,.54571654,.34807003,.73345461
1,0,.39832442,.0000000,105,2,-23.872726,.43651805,.27511376,.32174926,.26628482,.14457963,.57623099,.57223939,.36363809,.39782432,.49301612,.47338271,.30304918,.27996213,.55460142,.38460993,.68729512
1,0,.39696880,.0000000,105,4,-25.914317,.46881335,.31316273,.32551051,.29288267,.14945404,.56582751,.55913814,.34768502,.43909619,.51353528,.45235842,.33003731,.23965247,.51658543,.37814823,.72461073
1,0,.39753931,.0000000,105,1,-24.428650,.44670597,.28978868,.32551346,.27734131,.15219467,.57264804,.56647747,.35923719,.41409388,.49898643,.46508982,.31565384,.26915748,.53929820,.38472986,.70226493
1,0,.39562828,.0000000,105,8,-24.056239,.41182753,.25972315,.33747962,.25946336,.17532481,.57584673,.57289359,.38973165,.37351128,.47783188,.48923780,.29469615,.33203373,.58486231,.40826423,.63855949
1,0,.39552349,.0000000,105,3,-23.999284,.43786931,.28411389,.32993522,.27375757,.16000784,.57186153,.56732126,.36891456,.40354634,.49486785,.47231589,.30940171,.28669187,.55337450,.39248791,.67997880
1,0,.39601635,.0000000,105,1,-24.080068,.40871663,.26407334,.34652798,.26405670,.19313909,.57259328,.56908101,.39786570,.37450490,.47659904,.49020129,.29898064,.34541871,.58735823,.41850905,.62731574
1,0,.39607911,.0000000,105,2,-24.236699,.41868544,.25097975,.30572768,.24269381,.11555980,.58725336,.58236221,.35890262,.37679709,.48476204,.48171339,.27659527,.27802854,.57514873,.37515253,.68319312
1,0,.39603649,.0000000,105,2,-24.549990,.46377495,.30051768,.30581669,.27618403,.11303283,.57515298,.56673489,.33265611,.43258296,.51318432,.45233958,.31128299,.21583175,.52120435,.36081476,.74170625
1,0,.39659884,.0000000,105,1,-24.074165,.40812968,.24995342,.32065604,.24564890,.14384632,.58298248,.57884701,.37694148,.36852172,.47875963,.48888323,.27786902,.31040364,.58946463,.39372445,.65136601
1,0,.39442926,.0000000,105,8,-24.709806,.41396657,.28091437,.36570971,.28065297,.22657736,.56236979,.55860353,.41025127,.38490030,.48005722,.48824544,.31370851,.36237701,.58520984,.43622208,.60821358
1,0,.39498842,.0000000,105,1,-24.269476,.41016469,.27271165,.35881662,.27305568,.21438213,.56619647,.56301305,.40732968,.37826315,.47790342,.49059812,.30617791,.35915828,.58945722,.43077227,.61063060
1,0,.39517023,.0000000,105,3,-25.024541,.38746481,.23995092,.34667362,.24711949,.19194870,.57693572,.57618855,.41161701,.34553369,.46434145,.50590699,.27845091,.37545654,.61883653,.42633973,.59000418
1,0,.39536305,.53613972,105,2,-23.805604,.41577214,.25376835,.31884801,.24831400,.13817509,.58129065,.57881190,.37364537,.37193101,.48273357,.48754832,.28020483,.30201206,.58506616,.38961747,.65481883
1,0,.39575734,.0000000,105,1,-23.998282,.45151352,.27361615,.28302520,.25031103,.69783619E-01,.58729141,.58063430,.32270921,.40970980,.50699948,.46112733,.28305682,.20399833,.53916542,.34282469,.74357396
1,0,.39565326,.0000000,105,3,-23.742292,.40660760,.25518392,.33140264,.25087363,.16283647,.57853729,.57433589,.38647748,.36890157,.47775593,.49111015,.28228062,.32554657,.59410414,.40554120,.63451851
1,0,.39548168,.0000000,105,2,-24.405451,.40387479,.24273601,.31397657,.23669877,.13008527,.58582162,.58235925,.37449519,.36108498,.47781216,.49230924,.26685186,.30629670,.59815084,.38971558,.64712538
1,0,.39531172,.0000000,105,3,-24.300305,.38963258,.26261936,.36756403,.26458615,.23195669,.56650404,.56300347,.42443068,.36095560,.46835449,.50194442,.29408782,.39149341,.61533453,.44772380,.57382315
1,0,.39506706,.0000000,105,2,-24.959936,.39516813,.27570222,.37985874,.27743179,.25498630,.56016395,.55592492,.43061694,.37148150,.47097677,.49847806,.30804878,.39979843,.60778230,.45791066,.57023457
1,0,.39424299,.0000000,105,4,-25.408980,.41863557,.29800460,.37308629,.29020146,.24124973,.55693320,.55014209,.41066927,.40002419,.48598843,.48184845,.32189195,.35742969,.57815994,.44376858,.61032681
1,0,.39505292,.0000000,105,2,-23.192491,.41321934,.27181386,.33734018,.26127301,.17480201,.57316536,.56659497,.38492544,.38510547,.48450040,.48332471,.29205610,.31762057,.58364747,.41045683,.64149072
1,0,.39511195,.0000000,105,1,-23.968296,.45440000,.29888671,.31044298,.27307846,.12286601,.57419935,.56513323,.33999595,.42761028,.51014450,.45599762,.30650252,.22870595,.53183999,.37010361,.72594604
1,0,.39601661,.0000000,105,3,-23.561476,.44142958,.27279770,.29235050,.25034786,.89509823E-01,.58546535,.57772265,.33349343,.40570441,.50208674,.46438560,.28334448,.22438080,.54770643,.35627631,.72726304
1,0,.39627417,.0000000,105,1,-23.944343,.45265726,.30120362,.31559417,.27527152,.13237117,.57199835,.56290931,.34517980,.42716352,.50939432,.45752410,.30741428,.23688387,.53580662,.37613824,.71584448
1,0,.39542094,.0000000,105,5,-23.169679,.43960590,.29079467,.31667804,.26647096,.13455766,.57428230,.56492837,.35245485,.41427552,.50294970,.46466890,.29598094,.25225590,.55288622,.38220564,.69658364
1,0,.39572396,.0000000,105,1,-23.479492,.44468081,.27912566,.29133181,.25272866,.87731622E-01,.58461368,.57532884,.32964975,.41257151,.50557323,.46082938,.28438780,.21526273,.54371593,.35464631,.73335105
1,0,.39617940,.0000000,105,2,-23.379276,.44453416,.27704826,.29075268,.25138596,.85115399E-01,.58401676,.57637167,.33084820,.40915696,.50580364,.46286396,.28151633,.21663517,.54773951,.35451564,.72684813
1,0,.39614251,.0000000,105,3,-23.274203,.44482229,.29210648,.31364542,.26726919,.12763691,.57413461,.56575208,.34869207,.41622490,.50552826,.46352547,.29656429,.24424927,.54929772,.37739712,.70174077
1,0,.39352897,.0000000,105,16,-23.787795,.44924987,.27429484,.28128599,.24762620,.66986895E-01,.58735606,.57992595,.32145083,.41006717,.50781058,.46095914,.27856999,.20044846,.54237587,.34315782,.74202871
1,0,.39339248,.0000000,105,3,-23.299750,.41875160,.26059151,.31171235,.24653501,.12625260,.58243164,.57683758,.36293843,.38198964,.48784441,.48105354,.27696827,.28010984,.57898169,.38325294,.67154155
1,0,.39321099,.0000000,105,1,-24.980053,.38453324,.23606616,.33068918,.23460095,.16342272,.58304225,.57957147,.39735075,.34619811,.46663797,.50312041,.26332573,.34962631,.62087077,.41341999,.60652102
1,0,.39268824,.0000000,105,4,-25.053441,.37418150,.23999506,.35741351,.24502323,.21328039,.57434536,.57176693,.42491958,.33955308,.45902879,.51129668,.27326801,.39849419,.63547352,.44333804,.56256671
1,0,.39290769,.0000000,105,2,-24.647560,.38005284,.25677889,.37549684,.26162314,.24623516,.56474907,.56224499,.43666438,.35035761,.46204627,.50909929,.28937239,.41434663,.63097951,.45962540,.54767398
1,0,.39287704,.0000000,105,1,-25.675560,.37426553,.25876167,.39159765,.26907382,.27775292,.55985772,.55854572,.45320821,.34670298,.45704258,.51348750,.29871250,.44480337,.63571720,.47690752,.52604137
1,0,.39259920,.54863468,105,6,-25.292353,.40150874,.28337711,.38358847,.28386455,.26143171,.55589405,.55296956,.43120846,.37781390,.47446232,.49562163,.31455666,.39757326,.60227026,.46018283,.57022665
1,0,.39311911,.0000000,105,1,-25.299276,.41858395,.29606267,.37450119,.28966467,.24305890,.55497039,.55119645,.41477515,.39524201,.48532619,.48516975,.32012464,.36332321,.58346615,.44593421,.59917920
1,0,.39331380,.0000000,105,3,-25.073006,.43855869,.30803973,.35447373,.29098683,.20472850,.55859494,.55140824,.38518986,.41800428,.49902798,.46932844,.32181761,.30685189,.55710929,.41971908,.65078310
1,0,.39304655,.0000000,105,4,-23.250353,.43870549,.29190133,.32443299,.27023201,.14860857,.57098742,.56315227,.36057736,.41193923,.50097856,.46723298,.29978067,.26608559,.55657980,.39041960,.68279550
1,0,.39356843,.0000000,105,1,-23.102952,.42605823,.28036441,.33084891,.26531143,.16129425,.57222920,.56535053,.37294743,.39734058,.49196554,.47585614,.29548980,.29283221,.57091478,.40019252,.66114133
1,0,.39397226,.0000000,105,1,-23.249574,.42702675,.27970140,.33130728,.26618236,.16229083,.57253221,.56583220,.37310342,.39723656,.49128745,.47567744,.29770983,.29392878,.56864915,.39964707,.66357826
1,0,.39367284,.0000000,105,1,-26.347393,.38824424,.27828444,.40096256,.28554754,.29377080,.55238188,.54973010,.45232129,.36585069,.46495809,.50477751,.31531419,.43755153,.61992884,.48148658,.53381623
1,0,.39318160,.0000000,105,5,-25.221196,.37339997,.24123333,.36607748,.24987422,.22918912,.57073026,.56980029,.43382127,.33756080,.45706359,.51380706,.27820022,.41377085,.63842458,.45206522,.54895683
1,0,.39332224,.0000000,105,2,-25.324702,.37978668,.25920133,.38623279,.26840183,.26646565,.56095784,.55954878,.44638431,.34985986,.45943849,.51084312,.29790043,.43203159,.63107885,.46969943,.53630399
1,0,.39290581,.0000000,105,4,-23.597649,.43523056,.26189269,.29507288,.24542895,.92624960E-01,.58523146,.58133031,.34243253,.39123570,.49630389,.47270435,.27772708,.24250976,.56113876,.36110977,.70568566
1,0,.39274595,.0000000,105,2,-24.118278,.44914037,.30219200,.33192633,.28162286,.16051918,.56511855,.55925520,.36304399,.42028711,.50541007,.46433817,.31279267,.26743702,.54665986,.39383033,.68324410
1,0,.39275580,.0000000,105,3,-23.455575,.44621666,.27613658,.29684213,.25545402,.96070259E-01,.58151288,.57661407,.33693190,.40650303,.50359858,.46500152,.28886731,.22892093,.54596068,.35920382,.72076106
1,0,.39216236,.0000000,105,3,-24.565948,.45666831,.30708363,.32805271,.28469718,.15288466,.56511728,.55891162,.35546688,.42802651,.50964689,.45943105,.31735686,.25328000,.53612577,.38703513,.69888436
1,0,.39267530,.0000000,105,1,-23.139658,.43975799,.27732793,.31049682,.25939479,.12063757,.57711954,.57238268,.35153455,.40166344,.49931104,.47013754,.29143258,.25443615,.55662480,.37502447,.69463959
1,0,.39214804,.0000000,105,2,-25.204559,.41320960,.23666504,.29068810,.22581179,.84991400E-01,.59257124,.58967477,.35100732,.36402091,.48347374,.48641378,.25663330,.26508651,.58820220,.36402621,.68105214
1,0,.39248606,.0000000,105,2,-23.398549,.43948460,.26576900,.29012241,.24427500,.81182283E-01,.58524102,.58008333,.33542565,.39609468,.50073535,.46992550,.27391101,.22722110,.55979327,.35553396,.71165249
1,0,.39238115,.0000000,105,1,-24.716649,.42608907,.24620866,.27720324,.22553378,.57797233E-01,.59404445,.58847795,.33138666,.37937578,.49390060,.47651616,.25383560,.22561841,.57506011,.34748078,.70961591
1,0,.39119042,.0000000,105,5,-26.886006,.37504559,.27308689,.41271370,.28309786,.31483048,.54944229,.54791468,.46950049,.35267840,.45799033,.51472971,.31059014,.46904301,.63983285,.49827586,.49819939
1,0,.39094378,.0000000,105,1,-29.227303,.35656280,.26497086,.43590355,.28558859,.35929507,.54487541,.54540734,.49921376,.33445029,.44479090,.52828649,.31383642,.52624452,.66187387,.52665086,.45000205
1,0,.39113225,.0000000,105,2,-23.599552,.39723499,.26311201,.35803159,.26070696,.21071484,.56733546,.56411394,.41300365,.36448802,.47298599,.49883938,.28904503,.36952699,.61189368,.43662832,.58546370
1,0,.39114178,.0000000,105,1,-24.509464,.44473550,.25909311,.26770410,.23254986,.38979873E-01,.59370347,.58704419,.31334038,.39833069,.50494448,.46486257,.26238698,.18972750,.55174343,.33133851,.74481196
1,0,.39160688,.0000000,105,3,-23.328658,.45009179,.28961231,.31074577,.26651177,.11944277,.57404793,.56750544,.34483904,.41542200,.50635152,.46334390,.29790826,.23872069,.54564602,.37213001,.70672212
1,0,.39130805,.0000000,105,7,-23.220797,.42604987,.28258071,.34140255,.26975310,.17739845,.56736270,.56159826,.38253305,.39501050,.49056770,.47958161,.29952686,.30926204,.57668230,.41054929,.64178990
1,0,.39077790,.0000000,105,5,-24.121854,.38543147,.25231474,.36255818,.25439159,.21868017,.56840163,.56568524,.42320915,.35097081,.46539624,.50702701,.28112459,.39110408,.62850308,.44502420,.56268183
1,0,.39031189,.44247364,105,2,-25.661698,.38995323,.22870572,.31705981,.22583496,.13351304,.58680039,.58451260,.38525454,.34287488,.46913531,.50342352,.25283833,.32859922,.62193978,.39812839,.61634744
1,0,.39055380,.0000000,105,2,-24.871115,.39861375,.23550987,.31781719,.23211689,.13394527,.58468772,.58269319,.38221157,.35043326,.47297266,.49967030,.25981763,.32112420,.61313842,.39560122,.62432247
1,0,.39045709,.0000000,105,5,-23.038280,.42608729,.27970417,.34108561,.26797903,.17468962,.56627584,.56301233,.38529669,.38951803,.49033322,.48354171,.29528338,.31284960,.58379856,.41064940,.63037634
1,0,.39027796,.0000000,105,2,-23.651864,.46315426,.28415358,.27803516,.25116148,.54400365E-01,.58244072,.57606193,.31235204,.42044482,.51682121,.45611255,.27862081,.17861553,.53755744,.33703690,.74596437
1,0,.39045682,.0000000,105,2,-22.444617,.43720565,.27349094,.29980740,.24655473,.95550586E-01,.57780212,.57297170,.34377321,.39716423,.50276480,.47275014,.27028423,.23698849,.57268702,.36890274,.68409740
1,0,.38997211,.0000000,105,3,-23.340774,.43834498,.30434995,.34445211,.27861102,.17838058,.55691122,.55235798,.37886445,.41139958,.50411967,.47356466,.30063307,.29036216,.57487003,.41390882,.63379288
1,0,.39046766,.0000000,105,1,-22.886837,.43216231,.29646790,.34260325,.27319526,.17586276,.55971251,.55574983,.38155228,.40289558,.50000368,.47795986,.29498471,.29743279,.58199181,.41362451,.62799829
1,0,.39096241,.0000000,105,1,-22.770701,.43369184,.29596636,.34047207,.27236538,.17104901,.55955886,.55656448,.37974581,.40253407,.50111325,.47776949,.29381599,.29368556,.58187085,.41133934,.62875627
1,0,.39125291,.0000000,105,1,-23.059524,.45056747,.30380105,.32249398,.27296949,.13724878,.56286922,.55897416,.35591306,.41859967,.51247992,.46600882,.29537150,.24802391,.55956084,.38788325,.67143747
1,0,.39095507,.0000000,105,3,-23.309196,.46317743,.30657004,.30771323,.27086579,.10751028,.56544730,.56159930,.33746745,.42767920,.52036666,.45863484,.29337815,.21335165,.54633926,.36930633,.69977842
1,0,.39102498,.0000000,105,4,-22.208408,.41025522,.26478391,.33361709,.24999374,.15894740,.56884862,.56833841,.38873822,.36980347,.48640508,.49358411,.27034385,.31863766,.61086488,.41178028,.60329402
1,0,.39110618,.0000000,105,2,-22.351458,.43003900,.28796676,.33552815,.26592856,.16132327,.56265525,.56041626,.37862694,.39518058,.49895789,.48078220,.28655451,.29342546,.58751845,.40745940,.62674579
1,0,.39080648,.0000000,105,1,-26.337000,.41663169,.30841593,.39573115,.29721136,.27283716,.53975692,.53934067,.43524786,.39243718,.48888839,.49327807,.31634144,.38977111,.60906901,.47168258,.53893241
1,0,.39105868,.0000000,105,2,-24.766403,.40846193,.29589949,.38866677,.28591147,.25926275,.54414644,.54458992,.43435705,.38050329,.48492827,.49849769,.30342782,.39098130,.62046450,.46778531,.53288004
1,0,.39154739,.0000000,105,1,-22.924346,.40404477,.27691950,.36820838,.26764489,.22054250,.55414523,.55555499,.42107328,.36775757,.48215079,.50158300,.28514059,.37246709,.62618104,.44872690,.54724363
1,0,.39120328,.0000000,105,4,-22.487956,.39340253,.25775902,.35268336,.24862529,.19113185,.56267656,.56443908,.41382219,.35231458,.47752906,.50690942,.26430813,.36432925,.63964138,.43763919,.54856897
1,0,.39058881,.0000000,105,6,-22.457810,.40504298,.27654943,.36125955,.26284133,.20595200,.55576511,.55616186,.41430898,.36886976,.48497002,.50043653,.27711428,.35866967,.62854384,.44269485,.55127967
1,0,.39085493,.0000000,105,2,-22.400488,.40581398,.27554835,.35851995,.26191908,.20132853,.55708329,.55744127,.41155376,.36925808,.48524884,.49967743,.27727696,.35464583,.62576083,.43932224,.55747371
1,0,.39103225,.0000000,105,2,-21.805075,.40535169,.26645914,.33850689,.24722814,.16306913,.56407995,.56397860,.39470964,.36608796,.48792443,.49803743,.26022442,.32541705,.62779758,.42112065,.57545357
1,0,.39060789,.0000000,105,5,-21.918611,.43761626,.29288278,.32397400,.26047006,.13280953,.56168890,.55856436,.36366844,.40222740,.50888163,.47637365,.27358378,.26137702,.58991337,.39653889,.63176472
1,0,.39116547,.0000000,105,4,-21.838872,.40405670,.26282587,.33054277,.24098153,.14774279,.56771543,.56583826,.38701207,.36592283,.48859571,.49639540,.25246351,.31278769,.62904403,.41413828,.58389504
1,0,.39155942,.0000000,105,1,-21.953739,.42951279,.29309016,.33430366,.26266200,.15346883,.55933619,.55540158,.37494454,.39871718,.50461781,.47962573,.27516130,.28223912,.59787810,.40969590,.61412167
1,0,.39203813,.0000000,105,1,-21.657628,.42993581,.28611447,.32428650,.25523521,.13348715,.56351140,.55971650,.36673390,.39534949,.50498246,.47953941,.26740939,.26933780,.59839776,.39959595,.62342201
1,0,.39220912,.0000000,106,1,-22.152689,.43215188,.26841167,.29242848,.23456200,.73998112E-01,.57745762,.57257593,.33899091,.39041381,.50645260,.47596173,.24827333,.22539567,.59242537,.36683098,.66473310
1,0,.39268656,.0000000,106,1,-21.920283,.42712230,.29079981,.33848184,.26276386,.16011406,.55868547,.55441585,.37862169,.39630055,.50211956,.48113579,.27644830,.29098441,.60046346,.41444093,.60781702
1,0,.39311185,.0000000,106,1,-21.988027,.41878191,.26212503,.30153381,.23060074,.90871504E-01,.57528419,.57183070,.35400338,.37736758,.50000513,.48504618,.24149973,.25286217,.61208489,.38158459,.63205613
1,0,.39354747,.0000000,106,1,-22.040865,.44061864,.27689065,.29060096,.23839116,.68380717E-01,.57438148,.57023375,.33398615,.39820445,.51302644,.47242057,.24964352,.21170254,.58780719,.36330462,.66856821
1,0,.39314895,.59582757,106,5,-22.800081,.41787047,.25174268,.29187943,.22190187,.71847104E-01,.58010061,.57773850,.34853663,.36960607,.49799832,.48767194,.23276051,.24550821,.61583707,.37180165,.63689022
1,0,.39082596,.0000000,106,10,-24.118188,.44841354,.31874855,.35183659,.28590183,.18190752,.54598391,.54317624,.38013724,.41979322,.51442714,.47193815,.29892350,.28345230,.58187379,.42131147,.60953698
1,0,.39129782,.0000000,106,1,-22.176715,.43856635,.29517867,.33191100,.26618873,.14757525,.55911891,.55596729,.36949433,.40361629,.50720537,.47640859,.28124977,.27273970,.58790968,.40331776,.62639595
1,0,.39055159,.0000000,106,4,-22.912764,.38645526,.25529314,.35911771,.24816997,.20401337,.56333994,.56229479,.42000178,.34956232,.47241405,.50886259,.26469631,.37850970,.64503882,.44606214,.53995920
1,0,.39072047,.0000000,106,2,-22.466756,.39485893,.25726882,.34702947,.24563599,.18030957,.56626108,.56403475,.40471588,.35743873,.47825084,.50237811,.26213632,.35038762,.63480182,.43153822,.56417994
1,0,.39033102,.0000000,106,2,-23.755813,.38209818,.23627207,.33550092,.22648409,.15733952,.57273983,.57295769,.40392787,.33654134,.47177018,.51182202,.24017617,.35295758,.65510217,.42539948,.55112495
1,0,.39014338,.0000000,106,1,-25.677205,.37137765,.22331823,.33504488,.22030077,.16078820,.57799942,.57854189,.40986868,.32423758,.46295531,.51734373,.23762406,.36943364,.66062260,.42687849,.54844381
1,0,.38912623,.0000000,106,6,-22.793322,.38535275,.25414172,.36025462,.24645925,.20457723,.56158176,.56209254,.42231838,.34649823,.47223916,.51078056,.26185705,.38149241,.65023750,.44870413,.53080104
1,0,.38929697,.0000000,106,2,-22.125694,.41683496,.27827871,.34317490,.25981041,.17389169,.56298306,.55929620,.38947787,.38326781,.49077787,.48772543,.27906981,.31687602,.60523062,.42017001,.60125987
1,0,.38840998,.0000000,106,5,-22.863978,.42815881,.28841316,.34775688,.27177817,.18311119,.56046001,.55633481,.38782418,.39498856,.49428790,.48178388,.29488467,.31283590,.58842956,.41909664,.61605970
1,0,.38804357,.0000000,106,6,-23.082388,.41253366,.25712774,.32766405,.24789006,.14978962,.57639556,.57220545,.38051806,.37123619,.48206161,.48973664,.27489273,.31135240,.59883775,.40211912,.62972048
1,0,.38846128,.0000000,105,1,-23.144880,.42891400,.27083713,.32176966,.25767939,.14105689,.57690267,.57044068,.36574058,.39137293,.49041221,.47723166,.28905122,.28285707,.57194861,.38964602,.66847262
1,0,.38838860,.0000000,105,4,-23.081933,.41475052,.25990034,.32250193,.24735918,.14273718,.57886501,.57270016,.37347945,.37706398,.48363820,.48541819,.27610210,.29894108,.59103517,.39630108,.64662831
1,0,.38857501,.0000000,105,2,-23.166010,.42811710,.26322879,.29892931,.24106072,.98018711E-01,.58518834,.57666493,.34579691,.39008004,.49392167,.47468080,.26893116,.24731037,.57438475,.36914638,.69011019
1,0,.38903576,.0000000,105,1,-22.921970,.44282114,.28765002,.31497417,.26280956,.12674556,.57435107,.56544128,.35084783,.41066661,.50234734,.46676751,.29109217,.24909988,.55839285,.38031803,.68984005
1,0,.38868631,.0000000,105,2,-24.082786,.44474661,.26201520,.26576345,.22774294,.31691430E-01,.59212907,.58368521,.30997677,.40030817,.50746270,.46404082,.25258740,.18014459,.56084501,.33312776,.73568816
1,0,.38849917,.0000000,105,4,-22.766975,.41303125,.26568675,.33071268,.25173585,.15838956,.57478113,.56834852,.38028353,.37938822,.48364765,.48563887,.27963686,.30891701,.59390391,.40630174,.63505826
1,0,.38866762,.0000000,105,2,-22.750267,.45180898,.28152395,.28642535,.24637788,.68125305E-01,.57960218,.57272992,.32419437,.41131379,.51236251,.46248830,.26917547,.19814270,.55820283,.35229667,.71328961
1,0,.38897365,.0000000,105,4,-22.745848,.42953562,.26278280,.29293641,.23518078,.82184984E-01,.58308171,.57652648,.34090598,.38842964,.49879337,.47528434,.25738669,.23454363,.58297479,.36586157,.68151397
1,0,.38942964,.0000000,105,1,-22.108547,.44433417,.29083971,.31366550,.25802627,.11593222,.56764359,.56205948,.35096259,.40779140,.50920640,.47014391,.27605963,.24120797,.57599977,.38320578,.66229049
1,0,.38966478,.0000000,105,2,-22.378830,.42288235,.25831102,.29944250,.23076512,.88574130E-01,.57821187,.57522402,.35285733,.37561646,.49682620,.48517506,.24597189,.25271148,.60612589,.37678838,.64207646
1,0,.38965636,.0000000,105,1,-23.350733,.43553603,.25622439,.27645610,.22466884,.46047742E-01,.58603365,.58205234,.32702651,.38468478,.50389385,.47574393,.24278795,.20797359,.58649524,.34890326,.68871203
1,0,.39008282,.47437472,105,3,-22.789595,.45374082,.27575702,.27442500,.23479467,.38365872E-01,.58017004,.57508089,.31420706,.40638866,.51688556,.46421062,.25113299,.17780651,.56954603,.34260219,.70724080
1,0,.39052954,.0000000,105,2,-22.113111,.41824429,.27437740,.34149481,.25756121,.16882445,.56377003,.56133514,.38963905,.37896214,.48957126,.49012483,.27667607,.31747912,.60816052,.41792284,.59797748
1,0,.38937118,.0000000,105,6,-23.007119,.40493793,.26116135,.34907658,.25557084,.18790248,.56744824,.56581258,.40401747,.36396806,.47734211,.49846374,.27975794,.35075914,.61533847,.42686535,.58576623
1,0,.38957671,.0000000,105,2,-23.274014,.40719804,.24518176,.30921550,.22841669,.11139098,.58070468,.57862747,.36957113,.35967422,.48411782,.49432721,.24828502,.29008436,.61622551,.38924018,.62417506
1,0,.38968993,.0000000,105,1,-23.884286,.40797739,.27546413,.36505016,.27217087,.22256884,.56201620,.55889472,.41419116,.37559927,.47747646,.49427709,.30076026,.36750239,.60247673,.44034011,.58701686
1,0,.39013934,.0000000,105,1,-23.241396,.41475831,.25149602,.30763905,.23613243,.11316932,.58234477,.57915951,.36399832,.37011421,.48629888,.48758634,.26168176,.28103809,.59658283,.38289018,.65093060
1,0,.39013502,.0000000,105,4,-22.708163,.43036791,.27578830,.32331710,.25920860,.14210050,.57275376,.56850210,.36812790,.39203195,.49428043,.47849613,.28666840,.28230699,.57671097,.39247566,.65680557
1,0,.39006397,.0000000,105,1,-23.934713,.45958697,.27461471,.26501660,.23907154,.29588402E-01,.58772703,.58195938,.30484774,.41278122,.51671865,.45802014,.26389544,.16531263,.54494469,.32689669,.74935595
1,0,.39051114,.0000000,105,1,-22.932420,.41405968,.25362793,.31119068,.23806738,.11894275,.57966329,.57780100,.36849680,.36901334,.48735195,.48945108,.26154506,.28690467,.60079132,.38739364,.64015699
1,0,.39042998,.0000000,105,4,-22.256465,.41867972,.26735081,.32212227,.24926783,.13908888,.57270214,.57077680,.37460033,.37854414,.49119293,.48668593,.27158641,.29303129,.59680592,.39743570,.63225391
